area,perimeter,major_axis_length,minor_axis_length,eccentricity,convex_area,extent,variety
12445,440.576996,184.655212,86.310196,0.884039,12597,0.672303,osmancik
16418,534.98999,230.158585,91.787178,0.917038,16736,0.646276,cammeo
11483,437.024994,185.75238,79.081734,0.904847,11665,0.57507,osmancik
11580,428.709015,173.488083,86.639183,0.866374,11921,0.747772,osmancik
11919,434.263,175.564178,87.846733,0.865813,12152,0.609636,osmancik
13148,481.721985,201.51889,84.541534,0.907745,13572,0.623749,cammeo
11339,423.970001,171.706619,85.357735,0.867685,11531,0.679185,osmancik
14124,486.591003,202.960831,89.875801,0.896609,14576,0.702722,cammeo
12070,432.868011,177.194397,87.376205,0.869967,12283,0.762765,osmancik
13057,460.167999,187.128479,90.312775,0.875827,13385,0.750791,cammeo
11108,403.618011,164.106445,86.64312,0.849264,11256,0.796844,osmancik
13235,465.81601,193.545624,88.639442,0.888964,13629,0.565477,cammeo
14277,492.031006,213.299622,85.518372,0.916108,14481,0.542522,cammeo
14440,498.118988,210.273529,88.988152,0.906035,14918,0.776302,cammeo
10427,405.578003,170.561066,78.147079,0.888861,10588,0.676068,osmancik
15133,503.218994,216.575027,89.476143,0.910667,15359,0.592614,cammeo
13533,469.532013,192.396042,91.230415,0.880428,13954,0.621607,cammeo
11500,442.334015,178.839279,84.136497,0.882422,12070,0.588025,osmancik
13002,472.473999,198.077271,85.799171,0.901317,13432,0.694737,cammeo
12465,462.615997,196.44574,82.09127,0.908501,12794,0.730143,cammeo
11136,427.109985,175.653076,81.918777,0.884591,11474,0.574376,osmancik
12890,462.802002,190.343475,87.718559,0.887481,13227,0.585696,osmancik
11240,438.513,186.479736,77.602562,0.909298,11492,0.565222,osmancik
15213,495.416992,206.299973,94.532578,0.888834,15516,0.701351,cammeo
14723,490.709015,205.41713,92.499733,0.892876,15013,0.570195,osmancik
14092,466.447998,185.178238,98.086105,0.848195,14434,0.66384,osmancik
15139,508.970001,217.336014,89.957932,0.910317,15394,0.549889,cammeo
11302,418.95401,172.089905,84.016426,0.872725,11501,0.620035,osmancik
14865,495.071014,202.867859,94.27195,0.88547,15235,0.604195,cammeo
11070,413.420013,168.519669,84.493828,0.865222,11328,0.626592,osmancik
11026,425.01001,179.958771,79.052628,0.898349,11185,0.558618,osmancik
15147,510.015991,213.156174,91.692688,0.902749,15719,0.588736,cammeo
13494,479.446014,203.027344,85.751266,0.906427,13842,0.772941,cammeo
16706,533.625977,228.156174,94.207542,0.910773,17037,0.636249,cammeo
14436,485.825989,204.469955,90.749924,0.896111,14864,0.614481,cammeo
9801,391.964996,162.899048,76.971649,0.881325,9964,0.664745,osmancik
10286,418.289001,175.14859,75.853813,0.901354,10548,0.641592,osmancik
14345,491.019012,207.219833,88.911064,0.903273,14650,0.592622,cammeo
14850,500.298004,213.077896,89.351303,0.907831,15124,0.580214,cammeo
11077,417.321991,175.957581,80.57663,0.888987,11246,0.671333,osmancik
10782,412.880005,165.545868,84.346901,0.860466,11112,0.694717,osmancik
14709,515.849976,222.722839,85.431557,0.923509,14941,0.524797,cammeo
9903,398.667999,163.005844,79.132233,0.874261,10152,0.594418,osmancik
13245,476.136993,204.944397,83.158249,0.91398,13536,0.799626,cammeo
10468,427.713989,182.20401,74.527657,0.912519,10672,0.539922,osmancik
15224,510.881989,213.196167,92.32341,0.901373,15686,0.63953,cammeo
10689,416.255005,170.624237,80.484856,0.881755,10892,0.626921,osmancik
12388,440.449005,175.242462,92.232079,0.850292,12753,0.61348,osmancik
12612,463.595001,197.682938,82.376923,0.909038,12919,0.584051,cammeo
12076,452.542999,188.359161,82.794373,0.898215,12367,0.705869,osmancik
12220,465.686005,200.174164,79.041847,0.918739,12588,0.574383,cammeo
11717,439.730011,182.040543,82.619728,0.891076,11965,0.561482,osmancik
12919,474.601013,207.930206,79.46933,0.924083,13187,0.633781,cammeo
11359,422.846985,171.23999,85.915207,0.865028,11665,0.65964,osmancik
10475,410.993988,170.858704,79.550133,0.885,10739,0.790924,osmancik
12524,444.01001,179.059509,90.166512,0.863963,12746,0.645667,osmancik
12638,454.561005,187.569366,86.984962,0.885967,12902,0.768595,osmancik
11475,447.480988,185.654266,80.180832,0.90193,11818,0.758929,osmancik
13657,481.618988,207.013153,84.518692,0.912858,13872,0.56734,cammeo
13237,466.002991,197.9048,85.709572,0.901353,13445,0.592419,cammeo
14729,496.938995,209.520416,90.887161,0.901016,15131,0.612076,cammeo
13825,483.200012,205.755035,86.982597,0.906247,14023,0.739582,osmancik
15529,509.016998,207.051315,96.988113,0.883503,15993,0.599737,cammeo
10695,406.450989,164.570297,84.045639,0.85976,10930,0.612333,osmancik
12488,469.828003,200.743759,80.046852,0.917059,12932,0.744663,cammeo
15209,517.687988,221.252396,89.175117,0.915179,15653,0.635297,cammeo
9983,402.661987,167.374954,76.765961,0.888619,10187,0.596927,osmancik
11106,415.984985,175.186752,81.157845,0.88622,11257,0.609985,osmancik
10773,407.846985,167.357849,82.643822,0.869567,10931,0.625319,osmancik
11004,412.22699,171.553558,82.59552,0.87647,11199,0.698933,osmancik
10453,421.515991,171.984451,78.826996,0.888778,10701,0.578985,osmancik
11176,427.333008,176.655853,82.132431,0.885348,11438,0.580873,osmancik
12376,455.733002,188.824341,85.174629,0.892484,12702,0.563955,osmancik
14198,485.903015,205.104355,89.319717,0.900196,14414,0.565838,cammeo
13639,482.415009,200.736221,87.733101,0.899434,14042,0.730296,cammeo
12079,445.994995,190.673599,81.133247,0.904954,12462,0.642671,cammeo
15009,502.488007,211.090363,91.761543,0.900574,15370,0.615754,cammeo
13269,458.493988,183.404358,93.340141,0.860807,13619,0.610743,osmancik
13484,468.868988,195.423386,88.78389,0.890841,13786,0.724012,cammeo
11708,433.665009,184.303085,81.251915,0.897576,11888,0.611703,osmancik
12231,450.55899,187.542145,84.038101,0.893982,12504,0.707158,osmancik
16011,525.06897,222.946457,92.382454,0.910108,16298,0.556633,cammeo
15655,488.903015,199.556686,101.026207,0.862385,15880,0.633754,cammeo
11287,419.917999,170.107559,85.727036,0.863728,11557,0.669693,osmancik
15560,502.966003,213.963181,93.120804,0.900325,15789,0.783682,cammeo
10114,398.367004,161.02005,80.849449,0.864805,10305,0.674536,osmancik
12780,448.661011,181.935165,90.707108,0.86685,13038,0.607357,osmancik
12414,453.382996,188.562302,85.325836,0.891761,12721,0.588174,cammeo
16933,521.921997,221.332977,98.098297,0.896415,17212,0.776743,cammeo
10398,405.678986,162.227158,82.393456,0.861422,10658,0.644717,osmancik
11884,434.839996,172.126083,89.208092,0.855216,12184,0.629583,osmancik
12931,460.535004,192.90802,86.56665,0.893659,13302,0.607061,cammeo
14911,494.088989,207.560242,92.410606,0.89542,15132,0.604762,cammeo
12868,454.859009,191.586151,86.508904,0.892251,13082,0.786745,osmancik
11440,425.752014,170.70784,87.128555,0.85994,11816,0.612158,osmancik
13087,468.811005,198.286713,84.871674,0.903767,13488,0.772459,cammeo
12863,457.19101,195.700394,84.500793,0.901976,13023,0.808587,cammeo
13302,482.690002,209.39711,81.748909,0.920645,13827,0.595328,cammeo
10554,406.919006,165.531387,82.370789,0.867398,10841,0.640218,osmancik
13742,493.854004,212.608002,84.886856,0.916836,14272,0.583227,cammeo
10040,394.713013,157.88472,81.774078,0.85542,10231,0.626365,osmancik
11533,424.56601,174.21489,85.423988,0.871533,11773,0.736462,osmancik
11146,425.959991,179.801178,79.562553,0.896767,11302,0.581066,osmancik
15037,501.46701,208.905579,92.304565,0.89709,15452,0.578613,cammeo
11929,439.895996,177.005478,87.950287,0.86782,12262,0.591716,osmancik
13584,478.057007,203.836945,85.427422,0.907942,13877,0.676326,cammeo
11350,445.911011,187.854919,78.408821,0.908727,11771,0.670566,osmancik
12604,452.725006,182.716812,89.784996,0.87094,12945,0.737076,osmancik
13352,514.487,232.480209,73.986763,0.948007,13585,0.592816,cammeo
15639,499.139008,207.980453,96.290375,0.88637,15895,0.706784,cammeo
15556,510.51001,217.102234,92.773216,0.904098,15781,0.607419,cammeo
8501,371.024994,153.896255,71.511909,0.885481,8738,0.639846,osmancik
12975,463.851013,196.423965,85.064117,0.901363,13358,0.609126,cammeo
13467,478.247009,204.718506,85.145714,0.909403,13732,0.547773,cammeo
11669,432.098999,175.277054,86.84153,0.868635,11886,0.779805,osmancik
12487,437.121002,174.211227,92.419571,0.847683,12808,0.695461,osmancik
14658,486.178986,201.886536,93.207771,0.887044,14892,0.648297,cammeo
11642,427.955994,171.078949,87.568672,0.859068,11946,0.736369,osmancik
12615,458.234985,185.041962,88.185654,0.879136,13014,0.621674,osmancik
14551,502.112,208.192444,90.848015,0.899769,14962,0.558023,cammeo
11923,437.938995,184.999664,83.116074,0.893393,12093,0.76234,osmancik
10918,422.489014,176.804901,79.603821,0.89291,11118,0.798859,osmancik
13267,465.032013,193.765594,88.838699,0.888702,13543,0.664413,osmancik
12958,445.696991,178.810974,93.666161,0.851824,13223,0.711978,osmancik
13338,462.533997,194.258331,88.382347,0.890505,13639,0.743105,cammeo
12901,475.303009,209.585968,79.268913,0.925717,13219,0.682809,cammeo
11679,439.186005,181.426773,83.525658,0.887721,11949,0.567493,osmancik
11480,432.824005,174.962463,85.088463,0.873779,11833,0.590839,osmancik
13574,473.221008,197.872772,88.441895,0.894552,13879,0.641251,cammeo
14753,489.536011,207.466003,92.00663,0.896285,14984,0.80468,cammeo
11638,451.009003,195.036133,76.929031,0.918924,11843,0.540598,cammeo
13404,468.214996,191.548416,90.5383,0.881242,13804,0.706515,cammeo
13455,468.862,196.684906,87.984451,0.894365,13730,0.654936,cammeo
11169,431.800995,188.453949,75.714241,0.915743,11332,0.538654,osmancik
13319,468.231995,192.927246,89.337631,0.886325,13694,0.695219,cammeo
12734,466.306,198.725677,82.288086,0.910241,13021,0.634954,osmancik
12649,459.945007,190.436966,85.749496,0.892889,12886,0.698184,osmancik
10844,412.664001,171.029999,81.492851,0.879184,11046,0.817058,osmancik
10984,416.997986,171.717651,82.506721,0.877006,11199,0.747058,osmancik
12205,438.355988,174.43573,90.326477,0.855489,12491,0.618476,osmancik
14251,492.032013,202.84761,91.00605,0.893711,14658,0.560379,cammeo
14730,483.705994,196.451263,96.886429,0.869926,15006,0.653099,cammeo
9373,383.049011,159.378616,75.750366,0.879832,9520,0.723896,osmancik
15764,513.843994,212.16507,95.959908,0.891871,16258,0.604703,cammeo
10897,420.554993,168.118652,83.563011,0.867723,11174,0.640849,osmancik
11297,418.953003,172.967422,84.433464,0.872762,11482,0.622939,osmancik
13672,467.954987,183.55632,97.468727,0.847371,14027,0.615856,osmancik
12602,465.916992,194.455139,84.832008,0.899823,13039,0.650258,cammeo
15676,511.665985,215.813721,93.565674,0.90113,16016,0.77928,cammeo
12754,450.723999,186.267349,88.7173,0.879288,13063,0.801634,osmancik
13780,497.428009,221.7229,79.952133,0.932723,14010,0.550781,cammeo
11189,427.471008,176.942993,81.429337,0.887815,11422,0.599111,osmancik
9577,404.544006,166.900757,74.35096,0.895292,9855,0.612262,osmancik
13274,471.053986,197.612198,86.345535,0.899489,13615,0.623778,cammeo
15862,507.548004,214.873245,94.800117,0.897413,16098,0.808337,cammeo
10289,406.537994,170.243973,77.377975,0.89074,10522,0.624408,osmancik
12223,445.438995,185.029083,85.371506,0.887195,12460,0.796027,cammeo
12209,445.889008,184.875732,85.021408,0.887979,12418,0.617396,osmancik
9967,400.218994,167.238876,76.963234,0.887816,10128,0.664644,osmancik
12262,443.166992,190.679642,82.12513,0.902497,12404,0.618169,osmancik
13176,458.342987,193.337387,87.448395,0.891861,13368,0.640669,cammeo
11413,421.953003,171.325287,85.999313,0.864888,11688,0.699326,osmancik
12466,448.856995,181.193375,88.6875,0.872024,12779,0.60409,osmancik
9360,399.391998,171.010178,70.231064,0.911778,9533,0.692308,osmancik
14023,491.669006,211.159195,85.501366,0.914355,14262,0.539139,cammeo
13484,480.786011,204.207596,84.901291,0.909474,13827,0.658559,cammeo
11710,429.062988,178.2836,84.487625,0.880582,11906,0.593392,osmancik
11432,424.177002,170.664642,86.865425,0.860776,11702,0.660199,osmancik
13183,462.731995,190.426697,89.313583,0.883189,13493,0.68812,osmancik
12620,458.886993,193.896423,84.086067,0.901074,12866,0.752534,osmancik
11200,428.166992,176.107513,82.362442,0.883896,11424,0.584246,osmancik
14871,487.618011,204.191101,93.799767,0.888244,15067,0.763085,cammeo
11889,440.947998,178.992142,85.919945,0.877257,12185,0.76378,osmancik
14640,501.324005,210.291595,90.331734,0.903041,15119,0.586538,cammeo
11536,426.85199,172.189072,87.079926,0.862696,11891,0.605882,osmancik
10355,402.667999,159.891418,83.474182,0.852904,10621,0.636056,osmancik
12280,444.423004,182.707245,86.715797,0.880193,12565,0.663389,osmancik
13479,477.015991,200.053055,86.650291,0.901328,13786,0.657897,cammeo
10657,412.838989,171.124161,80.397842,0.882761,10879,0.724818,osmancik
14758,500.01001,206.285141,92.724869,0.893281,15166,0.582399,cammeo
10297,397.125,160.827591,82.358513,0.858931,10488,0.784713,osmancik
10788,414.907013,169.601593,82.250153,0.874536,11083,0.648317,osmancik
11322,415.885986,169.723618,85.804352,0.862795,11512,0.614258,osmancik
12364,442.855011,175.357391,91.606026,0.852703,12679,0.617891,osmancik
12643,449.34201,184.778076,87.988708,0.879345,12903,0.772044,osmancik
14316,488.985992,204.424271,90.149101,0.897512,14731,0.564177,cammeo
11323,420.058014,169.976776,86.361366,0.861311,11586,0.719195,osmancik
10513,410.035004,165.656601,82.552536,0.866984,10789,0.725535,osmancik
11625,430.43399,176.332947,86.15995,0.872496,11838,0.596797,osmancik
12041,427.290009,174.145447,88.917259,0.859823,12291,0.634672,osmancik
14706,503.307007,212.684021,89.086586,0.908047,15074,0.595964,cammeo
16490,520.31897,212.010757,101.680008,0.877488,16873,0.629365,cammeo
16094,509.979004,215.547592,95.616661,0.896225,16403,0.758793,cammeo
11505,444.394012,187.230057,79.445488,0.905512,11745,0.559255,osmancik
11795,446.18399,189.042877,80.708458,0.904284,12081,0.632813,osmancik
11825,437.450989,182.355576,83.661987,0.888547,12044,0.730028,osmancik
12745,470.303986,205.092682,79.509041,0.921797,12940,0.533174,cammeo
11249,419.002991,166.286514,87.629829,0.849877,11593,0.630055,osmancik
17253,536.69397,223.62706,98.945251,0.89679,17678,0.672999,cammeo
14677,498.798004,209.874146,90.272476,0.902769,15060,0.647848,cammeo
12558,439.776001,173.442764,93.39814,0.842628,12804,0.638889,osmancik
12406,449.713989,188.507385,84.517654,0.893857,12602,0.798327,osmancik
14142,470.713013,180.698578,101.76226,0.826348,14709,0.702743,osmancik
14855,495.898987,208.570618,92.427223,0.89645,15191,0.590609,cammeo
15777,515.684021,218.698242,93.205093,0.904638,16111,0.567192,cammeo
14814,503.14801,217.256775,88.178268,0.91393,15110,0.545113,cammeo
12022,431.230988,176.250488,87.951378,0.866594,12205,0.785341,osmancik
14318,477.493988,195.02356,94.594727,0.874491,14585,0.760867,cammeo
10875,418.981995,166.690399,85.329582,0.859042,11334,0.762195,osmancik
11593,435.390991,182.150681,81.851364,0.89335,11845,0.692864,osmancik
14953,503.752014,217.103683,88.614922,0.912907,15229,0.723136,cammeo
14928,499.393005,212.403793,90.708084,0.904226,15269,0.797436,cammeo
14061,470.748993,190.290009,95.005402,0.866449,14347,0.618012,cammeo
12837,445.638,178.198288,93.731232,0.850488,13197,0.762926,osmancik
12279,441.227997,180.483948,88.037979,0.872962,12525,0.596473,osmancik
11421,441.161011,189.521851,77.256622,0.913143,11610,0.551792,cammeo
14617,495.450012,207.315887,90.707466,0.899203,14950,0.637907,cammeo
11639,434.605988,178.853333,84.306038,0.881936,11941,0.699543,osmancik
13553,455.190002,179.360229,97.497017,0.839356,13877,0.721211,osmancik
11730,429.821991,176.972916,85.217445,0.876431,11900,0.595129,osmancik
12273,441.19101,182.099152,86.593506,0.8797,12469,0.620978,osmancik
10912,424.881989,171.862503,81.766594,0.879571,11282,0.612758,osmancik
12062,432.623993,175.896805,88.783043,0.863268,12318,0.615911,osmancik
11544,421.846008,170.345825,87.417503,0.858283,11800,0.656506,osmancik
13404,476.205994,203.311569,84.621994,0.909265,13751,0.634659,cammeo
10502,402.834015,162.625137,83.314598,0.8588,10798,0.639197,osmancik
12328,444.705994,183.82814,86.619659,0.882027,12659,0.625406,osmancik
13344,469.528015,196.687897,87.381638,0.895895,13609,0.599138,osmancik
10819,413.256989,165.161392,84.571617,0.858953,11091,0.609521,osmancik
12234,440.0,178.696533,88.447304,0.868917,12435,0.62412,osmancik
11386,450.119995,195.460434,75.842888,0.92165,11612,0.51286,cammeo
15330,501.696991,209.679321,93.872726,0.894185,15617,0.582624,cammeo
12274,456.123993,194.487381,81.239029,0.908581,12562,0.709644,cammeo
16412,508.367004,210.57486,99.994179,0.88006,16759,0.730591,cammeo
12450,456.221008,191.142868,84.213417,0.897714,12740,0.572151,cammeo
14930,506.781006,207.596664,92.551514,0.895121,15361,0.612513,cammeo
13066,478.002014,207.516754,80.515671,0.921661,13348,0.557804,cammeo
10262,412.768005,166.648804,80.325958,0.876167,10554,0.575805,osmancik
11923,432.334015,174.236618,88.131599,0.862642,12187,0.624502,osmancik
14260,501.040985,208.833176,88.963158,0.904723,14737,0.613175,cammeo
14246,488.915985,210.753723,86.885178,0.911067,14453,0.748057,cammeo
10499,403.278015,162.457336,83.755119,0.856859,10749,0.744927,osmancik
12149,455.562012,191.445724,82.05867,0.903482,12510,0.714227,cammeo
17404,521.86499,211.063019,106.337822,0.863809,17739,0.684658,cammeo
15319,506.024994,208.227753,94.838745,0.890258,15813,0.573702,cammeo
10085,412.13501,172.962112,75.260658,0.900369,10351,0.69831,osmancik
15168,504.980011,212.826035,91.61982,0.902595,15432,0.583654,cammeo
10975,412.738007,169.450119,83.243614,0.871014,11149,0.787077,osmancik
11813,430.255005,172.569534,88.026764,0.860118,12088,0.717505,osmancik
12918,459.828003,193.346573,86.05883,0.89548,13179,0.776696,osmancik
11387,434.792999,182.106934,80.468185,0.897078,11612,0.564719,osmancik
12653,461.619995,195.89386,83.499298,0.904607,12973,0.576499,cammeo
14407,494.98999,208.749039,88.662857,0.905318,14716,0.573756,cammeo
10982,411.574005,164.911362,86.450714,0.85158,11289,0.703794,osmancik
14324,487.252991,195.945145,94.841354,0.875057,14822,0.757403,cammeo
12075,434.660004,179.197144,86.490692,0.87581,12229,0.603087,osmancik
13029,460.416992,184.947891,91.331963,0.869561,13410,0.761574,osmancik
14732,497.694,207.468201,91.294472,0.897978,15000,0.580366,cammeo
14956,490.256012,204.541229,93.751289,0.888772,15196,0.672785,cammeo
14505,492.682007,205.41214,90.76255,0.897086,14834,0.582952,cammeo
13921,486.388,203.184174,88.837959,0.89935,14334,0.580187,cammeo
12042,440.700012,177.111359,88.22966,0.867086,12424,0.751685,osmancik
14217,472.315002,196.744476,92.903786,0.881489,14426,0.599873,osmancik
13388,466.462006,191.9375,90.366806,0.882233,13644,0.753999,osmancik
11874,435.936005,177.280029,86.489639,0.872916,12097,0.722483,osmancik
12300,434.647003,177.625458,89.041885,0.865279,12472,0.78524,osmancik
16146,509.332001,213.620026,96.648804,0.891798,16404,0.596762,cammeo
11944,434.924011,182.873962,83.638435,0.889284,12090,0.617197,osmancik
11247,419.19101,173.84549,82.959312,0.878794,11439,0.69272,osmancik
16190,529.661011,224.386856,93.107422,0.909848,16530,0.534818,cammeo
11961,445.053009,182.443893,85.08979,0.88458,12370,0.612254,osmancik
11682,423.373993,168.39949,89.374191,0.847543,11963,0.715809,osmancik
11550,426.843994,173.185654,86.172104,0.867423,11766,0.613741,osmancik
11564,428.083008,171.938721,86.843109,0.863072,11839,0.616747,osmancik
11992,431.157013,173.300003,89.585136,0.856024,12274,0.770199,osmancik
10666,416.424011,173.893509,78.457436,0.892433,10825,0.594736,osmancik
13132,471.803986,199.556534,84.988335,0.904777,13423,0.753673,cammeo
13005,467.799988,199.964996,83.361305,0.908962,13251,0.552934,osmancik
11772,434.085999,183.588318,82.08577,0.894475,11937,0.650998,osmancik
9441,384.339996,164.226379,73.375168,0.894637,9566,0.724503,osmancik
10611,414.402008,171.142731,79.867859,0.884429,10874,0.71392,osmancik
14688,507.166992,211.743378,89.312454,0.906691,15262,0.646024,cammeo
13196,474.988007,199.981308,85.658165,0.903622,13463,0.556465,cammeo
12765,460.346008,196.390549,83.898972,0.904155,13139,0.574353,cammeo
10365,416.338989,169.586578,79.641495,0.882868,10684,0.592963,osmancik
13283,477.289001,198.27066,86.355453,0.900168,13616,0.611134,cammeo
11317,420.153015,169.624741,86.444336,0.860399,11479,0.613487,osmancik
14401,482.175995,203.07222,91.351601,0.893105,14608,0.716503,cammeo
10576,417.019989,175.390823,77.455589,0.897204,10729,0.565925,osmancik
11298,436.656006,183.299423,79.593262,0.900804,11650,0.725813,osmancik
11889,426.647003,172.26799,89.44281,0.854648,12162,0.611574,osmancik
12819,472.690002,202.344025,81.207306,0.915932,13137,0.653964,cammeo
13711,483.214996,203.880768,86.626907,0.905245,14097,0.561466,cammeo
10820,424.781006,178.765762,78.07856,0.899576,11081,0.714852,osmancik
15292,510.483002,219.659027,89.133133,0.913971,15511,0.543194,cammeo
10915,419.585999,171.542328,82.831711,0.875695,11246,0.783448,osmancik
11428,418.61499,168.178986,87.298347,0.854726,11589,0.628292,osmancik
11553,432.477997,177.964401,84.063377,0.881405,11845,0.581546,osmancik
11784,438.119995,181.757889,83.744362,0.887532,11981,0.803765,cammeo
13990,484.046997,205.397797,87.649048,0.90438,14315,0.590794,cammeo
13054,478.453003,203.219635,83.080849,0.912614,13329,0.799877,osmancik
13003,478.587006,197.88121,85.531593,0.90176,13402,0.588851,osmancik
11550,420.837006,172.539368,85.411789,0.868877,11734,0.694695,osmancik
10961,419.388,169.579147,84.24118,0.867884,11323,0.758547,osmancik
12071,441.179993,178.041199,87.770515,0.870041,12442,0.738017,osmancik
10787,405.898987,167.385284,82.442017,0.870296,10956,0.721732,osmancik
11869,434.252014,177.87265,86.16555,0.874834,12144,0.621511,osmancik
11994,444.760986,183.449127,84.426971,0.887805,12262,0.724188,osmancik
10390,420.794006,174.045639,77.643303,0.894979,10689,0.728816,osmancik
12297,440.601013,173.326355,92.037537,0.847367,12678,0.722163,osmancik
12183,450.665985,189.073669,83.808586,0.896394,12432,0.81004,osmancik
15375,515.422974,215.999298,91.616936,0.90559,15780,0.597598,cammeo
11802,430.052002,175.27475,86.66317,0.869211,12024,0.621256,osmancik
9154,383.677002,158.317368,74.560013,0.882158,9346,0.747509,osmancik
14966,490.743011,207.63942,92.164223,0.896093,15158,0.788847,cammeo
11353,431.479004,182.002411,80.062958,0.898046,11579,0.716639,cammeo
14960,510.729004,218.369873,88.059525,0.915086,15235,0.578276,cammeo
11703,422.053009,166.010406,91.124954,0.835881,12023,0.653762,osmancik
14439,490.470001,204.828064,91.048462,0.895773,14815,0.791395,cammeo
15159,515.130981,216.06192,91.025703,0.906924,15685,0.650713,cammeo
13909,475.618011,199.607269,89.944199,0.892723,14241,0.727877,cammeo
16226,517.684021,217.080566,95.938377,0.897041,16466,0.583145,cammeo
13837,483.593994,204.310928,87.289253,0.90414,14139,0.569424,cammeo
11842,441.910004,187.698776,80.81311,0.902568,12044,0.632417,osmancik
12084,434.674011,177.525421,88.046173,0.868343,12321,0.627219,osmancik
12232,440.403015,175.67868,90.061951,0.858597,12525,0.772515,osmancik
13789,471.303009,198.523468,88.712883,0.894602,14025,0.631364,cammeo
15526,514.390991,216.918579,91.829582,0.905972,15936,0.580845,cammeo
12434,437.897003,183.228729,87.010155,0.880055,12605,0.725015,osmancik
11267,421.868988,170.356216,86.010986,0.863184,11576,0.740763,osmancik
12003,433.520996,178.550385,86.432732,0.875024,12171,0.766475,osmancik
9802,396.81601,166.890213,75.117012,0.892979,9948,0.571179,osmancik
13295,475.743011,199.240738,86.083778,0.901845,13639,0.615994,cammeo
14850,498.442993,213.761276,88.98867,0.909228,15071,0.696496,cammeo
10697,407.807007,168.217834,81.617401,0.874409,10824,0.600281,osmancik
12911,446.753998,187.872101,88.200142,0.882949,13071,0.771082,osmancik
11625,421.390015,167.714798,89.46257,0.84585,11904,0.694279,osmancik
9335,388.806,160.156158,75.164803,0.883027,9536,0.623331,osmancik
12188,435.860992,182.032669,85.781174,0.882005,12363,0.76577,osmancik
14317,499.110992,206.779419,89.82534,0.900719,14815,0.804235,cammeo
14104,467.800995,189.494904,95.647011,0.863267,14409,0.789698,osmancik
11573,446.924011,186.348785,80.142288,0.902797,11884,0.572241,osmancik
13930,484.862,205.272461,87.235489,0.905205,14330,0.799426,cammeo
11386,431.785004,176.87677,83.323326,0.88209,11713,0.680981,osmancik
11792,443.911011,186.197235,81.231087,0.899819,12012,0.625338,osmancik
10527,403.347992,163.069244,83.840187,0.857707,10725,0.635036,osmancik
16401,521.077026,213.10257,99.541893,0.8842,16781,0.726608,cammeo
10810,415.303009,169.004456,82.43158,0.872984,11029,0.698095,osmancik
15042,502.213989,212.094376,91.292694,0.902622,15416,0.70211,cammeo
13665,472.515991,199.54422,87.684639,0.898279,13944,0.711422,cammeo
11840,420.140991,166.928894,90.981285,0.838416,12021,0.796609,osmancik
17442,539.776001,228.593475,98.192047,0.903044,17698,0.576252,cammeo
11513,438.625,189.722214,77.685509,0.912324,11736,0.684239,cammeo
12442,459.535004,187.50885,87.187302,0.885323,12941,0.58758,cammeo
9918,398.954987,161.467606,79.893532,0.869009,10270,0.622091,osmancik
12663,441.287994,180.87674,89.985054,0.867468,12833,0.716436,osmancik
15178,514.742004,219.332962,89.011238,0.91395,15638,0.787567,cammeo
11907,448.061005,188.302399,82.261765,0.89953,12156,0.761317,osmancik
11322,435.200989,180.428497,82.209793,0.890166,11650,0.659406,osmancik
12422,482.197998,209.213623,76.837036,0.930116,12783,0.498075,cammeo
10855,417.316986,167.338013,84.229805,0.864082,11135,0.604836,osmancik
9908,432.769012,188.187683,67.695343,0.933059,10205,0.61168,cammeo
14451,487.220001,201.294693,92.739525,0.887548,14776,0.647272,cammeo
12900,442.686005,181.080261,91.612076,0.862581,13112,0.787546,osmancik
11502,429.742004,178.263748,83.293793,0.884125,11715,0.773608,osmancik
12152,454.212006,198.899597,78.323006,0.919204,12338,0.78547,osmancik
12959,455.266998,181.209793,92.447594,0.860074,13375,0.622191,osmancik
12126,432.950989,169.804749,92.438988,0.838836,12476,0.75186,osmancik
13201,461.519012,192.885086,87.833313,0.890304,13408,0.634908,cammeo
12692,448.061005,182.193176,90.433662,0.868116,12999,0.735086,osmancik
11883,440.541992,187.205353,82.019867,0.898913,12057,0.56211,osmancik
11584,434.739014,180.847427,82.183746,0.890779,11863,0.681733,osmancik
11964,447.506012,191.443848,80.27491,0.907842,12166,0.754684,osmancik
11197,429.450012,178.216919,81.277374,0.88995,11461,0.568838,osmancik
12181,456.937988,194.855164,80.284866,0.911173,12489,0.584894,cammeo
12831,455.242004,187.26712,88.070618,0.88251,13084,0.616519,osmancik
11303,423.954987,173.83696,83.376488,0.877474,11527,0.619682,osmancik
9722,373.752991,145.264465,87.054474,0.800538,9839,0.819109,osmancik
11084,435.144989,180.913895,79.568298,0.898089,11451,0.607942,osmancik
10824,416.415009,170.87822,81.732399,0.878192,11046,0.590507,osmancik
13874,486.817993,207.807236,85.490265,0.911458,14116,0.5694,cammeo
10182,404.848999,168.118958,77.888809,0.886204,10369,0.792744,osmancik
12692,443.143005,182.932831,88.952599,0.873815,12849,0.638238,cammeo
14627,498.072998,205.787537,92.428314,0.893459,15091,0.605522,cammeo
14403,491.059998,207.680573,89.843361,0.901584,14708,0.596892,cammeo
10777,409.27301,165.138016,84.580215,0.858879,10987,0.806481,osmancik
13792,475.782013,196.706589,90.347107,0.888282,14183,0.773268,cammeo
11433,426.924988,175.868515,84.198082,0.877948,11719,0.607524,osmancik
